0,0.6465189408821265,
1,0.5899675017050144,
2,0.5485338380817936,
3,0.5222217127543509,
4,0.4768244026087779,
5,0.445408008929441,
6,0.4178609386441934,
7,0.3813915515497994,
8,0.34790991912504377,
9,0.3191216856065232,
10,0.29097978888797293,
11,0.2588716404198153,
12,0.22557760995677453,
13,0.19740042319913031,
14,0.1712352080480413,
15,0.14656229042094965,
16,0.12579497299856227,
17,0.10156324081711166,
18,0.08106857107238764,
19,0.06238037891154242,
20,0.05000866621401094,
21,0.03687643145439044,
22,0.026638011753451818,
23,0.020870911668729786,
24,0.014826166946237654,
25,0.011372758902370756,
26,0.008396052756026394,
27,0.006361774576064926,
28,0.005108935521174329,
29,0.0038104378496230007,
30,0.002900180017724653,
31,0.0023041690029479383,
32,0.0017944934154761098,
33,0.0013744934603088386,
34,0.0011213390872025228,
35,0.000981445581396628,
36,0.0008622587758350207,
37,0.0007365767171020313,
38,0.0006262116169447764,
39,0.0005423930270301175,
40,0.00047834649827316745,
41,0.0004251768856609536,
42,0.000379244012471509,
43,0.0003414909141296572,
44,0.00031219584631532547,
45,0.00028956808549425634,
46,0.00027150546666375664,
47,0.0002567239003344011,
48,0.00024424954310845793,
49,0.0002334744773848572,
50,0.0002240129126554924,
51,0.00021570883705337394,
52,0.0002084107448372278,
53,0.00020204868707127994,
54,0.00019645890584544376,
55,0.00019155092933109317,
56,0.00018721098794886556,
57,0.00018334518494724907,
58,0.0001799623669836347,
59,0.00017699773843555177,
